HOG	OG	Gene Tree Parent Clade	Scerevisiae	Ndairenensis	Smikatae	Skudriavzevii	Tblattae	Suvarum	Tphaffii	Tdelbrueckii	Zrouxii	Vpolyspora	Ecymbalariae	Cglabrata	Kafricana	Egossypii	Knaganishii	Klactis	Lthermotolerans	Lkluyveri	Ncastellii	Lwaltii
N0.HOG0001364	OG0000941	n0	YGR065C	NDAI0D04220	Smik_6.148	Skud_7.362	TBLA0I02690	Suva_10.482, Suva_7.346	TPHA0B00940	TDEL0E01620	ZYRO0B07612g	Kpol_337.5	Ecym_2758	CAGL0K04609g, CAGL0K04565g	KAFR0F04090	AFR578C	KNAG0D04170	KLLA0B07953g	KLTH0D13442g	SAKL0H04114g	NCAS0A02290	Kwal_26.9264
N0.HOG0001365	OG0000942	n0	YPR037C	NDAI0D00580	Smik_16.283	Skud_16.326	TBLA0I00800	Suva_16.368	TPHA0B01430	TDEL0C03200	ZYRO0G17314g	Kpol_520.8	Ecym_4668	CAGL0K05401g	KAFR0G00990, KAFR0K02190	ACR175W	KNAG0D01470, KNAG0B02070	KLLA0E06161g	KLTH0F07656g	SAKL0F13970g	NCAS0H00650	Kwal_33.14420
N0.HOG0001366	OG0000943	n0	YBR233W	NDAI0I01480, NDAI0F01960	Smik_2.375	Skud_2.364	TBLA0D03470	Suva_4.489	TPHA0N01170	TDEL0A01690	ZYRO0C14674g	Kpol_534.35	Ecym_2278	CAGL0K07117g	KAFR0A04520	AFL018C	KNAG0F02390	KLLA0F10703g	KLTH0H06050g	SAKL0A06424g	NCAS0D03360, NCAS0H01320	Kwal_14.1689
N0.HOG0001367	OG0000944	n0					TBLA0D01660			TDEL0A03900				CAGL0K07271g			KNAG0B03710		KLTH0G03740g	SAKL0G04906g		Kwal_47.18646
N0.HOG0001368	OG0000944	n6	YML006C	NDAI0C01070	Smik_13.145	Skud_13.148		Suva_13.156													NCAS0H02550	
N0.HOG0001369	OG0000944	n11		NDAI0H01590					TPHA0K00540		ZYRO0D12540g	Kpol_1023.99	Ecym_4061		KAFR0C05390	ADR198C		KLLA0A01782g			NCAS0F01080	
N0.HOG0001370	OG0000945	n0	YPR095C	NDAI0A04930	Smik_16.335	Skud_16.381	TBLA0C02470, TBLA0F03300	Suva_16.422	TPHA0A03320	TDEL0C05440	ZYRO0C17468g	Kpol_538.3	Ecym_5447	CAGL0K08096g	KAFR0H00690, KAFR0K01420	ABR102W	KNAG0A07450	KLLA0C15653g	KLTH0F11000g	SAKL0B09020g	NCAS0A11370	Kwal_23.3780
N0.HOG0001371	OG0000946	n0	YPR097W	NDAI0A04920	Smik_16.337	Skud_16.383	TBLA0F01790	Suva_16.424	TPHA0J01100, TPHA0M01680	TDEL0C05450	ZYRO0C17490g	Kpol_387.3, Kpol_1025.25	Ecym_2608	CAGL0K08118g	KAFR0H00680	AEL320W	KNAG0A07460	KLLA0C15543g	KLTH0F10956g	SAKL0B09064g	NCAS0A11380	Kwal_23.3773
N0.HOG0001372	OG0000947	n0	YGL140C	NDAI0B05300	Smik_7.132	Skud_7.132	TBLA0A05540, TBLA0A05520, TBLA0A05530	Suva_7.124	TPHA0B04410	TDEL0C06110	ZYRO0F16500g	Kpol_2000.58	Ecym_1095	CAGL0K08206g	KAFR0D00450	AFR661W	KNAG0C00530	KLLA0C02497g	KLTH0F02552g	SAKL0C02860g	NCAS0B08030	Kwal_33.13439
N0.HOG0001373	OG0000948	n0								TDEL0G04750		Kpol_1015.14, Kpol_1057.26, Kpol_449.3		CAGL0K08338g								
N0.HOG0001374	OG0000948	n6	YMR316W	NDAI0C06340	Smik_13.533	Skud_13.490		Suva_13.509							KAFR0I02690						NCAS0J00570, NCAS0J00560	
N0.HOG0001375	OG0000948	n13	YOR385W	NDAI0C06330	Smik_15.563	Skud_15.552		Suva_11.2			ZYRO0F02112g								KLTH0E15928g, KLTH0C01166g			Kwal_14.977
N0.HOG0001376	OG0000949	n0	YOR253W	NDAI0E01060, NDAI0K01240	Smik_15.436	Skud_15.419	TBLA0B03740	Suva_8.302	TPHA0G01490	TDEL0A06420	ZYRO0D10912g	Kpol_1072.5	Ecym_2375	CAGL0K09020g	KAFR0A03960	AAL102C	KNAG0G02670	KLLA0C09845g	KLTH0D11748g	SAKL0H06006g	NCAS0B01180, NCAS0C01230	Kwal_26.8877
N0.HOG0001377	OG0000950	n0	YDR081C	NDAI0A03550	Smik_4.320	Skud_4.336	TBLA0F03680	Suva_2.241	TPHA0A02040, TPHA0D04420	TDEL0A01500	ZYRO0B11286g	Kpol_1032.43, Kpol_1055.38	Ecym_5533	CAGL0K10054g	KAFR0C02490	AGR150C	KNAG0D01810	KLLA0C11781g	KLTH0H07172g	SAKL0H18414g	NCAS0B04130	Kwal_14.1921
N0.HOG0001378	OG0000951	n0	YOR124C	NDAI0C01550	Smik_15.301	Skud_15.286	TBLA0A06470	Suva_8.176	TPHA0J02620, TPHA0E01710	TDEL0D02580	ZYRO0G01606g	Kpol_1016.1, Kpol_1062.23	Ecym_4514	CAGL0K10252g	KAFR0D05070	ACL164C	KNAG0B04190	KLLA0E02377g	KLTH0F15862g	SAKL0G02728g	NCAS0H02100	Kwal_55.21393
N0.HOG0001379	OG0000952	n0	YOR130C	NDAI0C01470, NDAI0A04420	Smik_15.308	Skud_15.292	TBLA0A02630	Suva_8.182	TPHA0E01570	TDEL0A03250	ZYRO0B02376g	Kpol_1062.9	Ecym_4629	CAGL0K10362g	KAFR0D05130	AFR146W	KNAG0C04720	KLLA0E02839g	KLTH0F15400g	SAKL0G03146g	NCAS0H02170, NCAS0A11860	Kwal_55.21335
N0.HOG0001380	OG0000953	n0	YBR106W	NDAI0A05170	Smik_2.246	Skud_2.232	TBLA0H01600	Suva_4.352	TPHA0A03610	TDEL0C04970	ZYRO0C16236g	Kpol_1065.22	Ecym_3472	CAGL0K12276g	KAFR0H00940, KAFR0D02730	ADL332C	KNAG0H00680, KNAG0B01530	KLLA0B09548g	KLTH0F10736g	SAKL0B07700g	NCAS0A11130	Kwal_23.3744
N0.HOG0001381	OG0000954	n0	YIL044C	NDAI0A02630	Smik_9.147	Skud_9.125	TBLA0D04170	Suva_9.156	TPHA0C01190	TDEL0H02170	ZYRO0D16676g	Kpol_1070.15	Ecym_4345	CAGL0L00825g	KAFR0I01910, KAFR0L00790	ADL084W	KNAG0D01730, KNAG0L01380	KLLA0F27555g	KLTH0A04048g	SAKL0F08338g	NCAS0A13410	Kwal_47.18172
N0.HOG0001382	OG0000955	n0	YIL041W	NDAI0A02660	Smik_9.150	Skud_9.128	TBLA0D04200	Suva_9.159		TDEL0H02240				CAGL0L00891g	KAFR0I01950		KNAG0D01760				NCAS0A13380	
N0.HOG0001383	OG0000955	n3							TPHA0B02750		ZYRO0D16522g	Kpol_478.22	Ecym_4377			ADL115W		KLLA0E04511g	KLTH0A03894g	SAKL0F08162g		Kwal_47.18148
N0.HOG0001384	OG0000955	n11							TPHA0C01230			Kpol_1070.19										
N0.HOG0001385	OG0000956	n0	YKL042W	NDAI0G05690, NDAI0K01770	Smik_11.206	Skud_11.186	TBLA0F03930	Suva_11.183	TPHA0N01340	TDEL0B06520	ZYRO0E06226g	Kpol_460.24	Ecym_4585	CAGL0L01793g	KAFR0B01420	ABR054C	KNAG0A07140	KLLA0F04862g	KLTH0D07854g	SAKL0D13420g	NCAS0A09270, NCAS0A04720	Kwal_26.8190
N0.HOG0001386	OG0000957	n0	YKR004C	NDAI0K02000	Smik_11.259	Skud_11.234	TBLA0G00740	Suva_11.235	TPHA0G03370	TDEL0A02900	ZYRO0B01562g	Kpol_354.2	Ecym_6131	CAGL0L02255g	KAFR0D03490	AEL288W	KNAG0A06860	KLLA0A02849g	KLTH0D06424g	SAKL0A08954g	NCAS0A04940	Kwal_26.7941, Kwal_26.7940, Kwal_YGOB_26.7940
N0.HOG0001387	OG0000958	n0	YOR209C	NDAI0E01540, NDAI0E02180	Smik_15.395	Skud_15.376	TBLA0B04130	Suva_8.262	TPHA0B02820	TDEL0A05710	ZYRO0F06182g	Kpol_1072.47	Ecym_8310	CAGL0L02805g	KAFR0H02690	ACR160C	KNAG0J01430	KLLA0D06655g	KLTH0D10032g	SAKL0H07854g	NCAS0B01690, NCAS0C01440	Kwal_26.8602
N0.HOG0001388	OG0000959	n0	YOR205C	NDAI0E01580	Smik_15.391	Skud_15.372	TBLA0B04190	Suva_8.258	TPHA0A01050	TDEL0A05620	ZYRO0F11000g	Kpol_479.12	Ecym_8303	CAGL0L02893g	KAFR0G02020	ADL278C	KNAG0A03270	KLLA0F01144g	KLTH0D09878g	SAKL0H08008g	NCAS0B01720	Kwal_YGOB_26.8567, Kwal_26.8567, Kwal_26.8571
N0.HOG0001389	OG0000960	n0	YKR044W	NDAI0B05260	Smik_11.307	Skud_11.281	TBLA0B06680, TBLA0D05580	Suva_11.279	TPHA0B03210, TPHA0B01230	TDEL0H01210	ZYRO0D03630g	Kpol_448.5, Kpol_1031.24	Ecym_5227	CAGL0L03333g	KAFR0A03320	ADR324W	KNAG0C01360		KLTH0F06270g	SAKL0C07128g	NCAS0B07930	Kwal_33.14136
N0.HOG0001390	OG0000961	n0	YKL075C	NDAI0G04640, NDAI0C00440	Smik_11.163	Skud_11.151	TBLA0C00750	Suva_11.148	TPHA0N01590	TDEL0B07160	ZYRO0E01342g	Kpol_1019.5	Ecym_3426	CAGL0L05060g	KAFR0C04060	ADR133W	KNAG0H00400	KLLA0F26378g	KLTH0B04378g	SAKL0B12078g	NCAS0A08190, NCAS0H03220	Kwal_33.14933
N0.HOG0001391	OG0000962	n0	YJL128C	NDAI0G06150	Smik_10.106	Skud_10.87	TBLA0D05640	Suva_6.208	TPHA0B03130, TPHA0B01150	TDEL0H01070	ZYRO0D03344g	Kpol_448.13, Kpol_1031.32	Ecym_5209	CAGL0L05632g	KAFR0G01810	AFL217C	KNAG0J02660	KLLA0E15313g	KLTH0F05918g	SAKL0C06666g	NCAS0A09750	Kwal_33.14081
N0.HOG0001392	OG0000963	n0	YGL173C	NDAI0G03520	Smik_7.98	Skud_7.98	TBLA0G02750	Suva_7.90	TPHA0D00960, TPHA0H00510	TDEL0F01070	ZYRO0E02486g	Kpol_1006.9, Kpol_541.40	Ecym_8383	CAGL0L05874g	KAFR0C03080	ADL046C	KNAG0G01190	KLLA0F22385g	KLTH0E07062g	SAKL0H24376g	NCAS0C04170	Kwal_47.17329
N0.HOG0001393	OG0000964	n0	YGL181W	NDAI0B01850, NDAI0G03440	Smik_7.91	Skud_7.90	TBLA0D02210	Suva_7.81	TPHA0H00400	TDEL0B04690	ZYRO0G19096g	Kpol_541.50	Ecym_8401	CAGL0L06028g	KAFR0C03000	ACL055W	KNAG0G01260	KLLA0C17138g	KLTH0E06732g	SAKL0H24772g	NCAS0B04590, NCAS0C04090	Kwal_47.17248
N0.HOG0001394	OG0000965	n0	YGL190C	NDAI0B01910, NDAI0B02680	Smik_7.83	Skud_7.83	TBLA0D02160	Suva_7.74	TPHA0H00350	TDEL0B04610	ZYRO0G19250g	Kpol_246.2	Ecym_6211	CAGL0L06182g	KAFR0C02950	AFR195W	KNAG0G01320	KLLA0F09053g	KLTH0E06534g	SAKL0H25014g	NCAS0B04470, NCAS0B05510	Kwal_47.17206
N0.HOG0001395	OG0000966	n0	YPL034W	NDAI0B03090	Smik_16.200, Smik_16.201	Skud_16.247, Skud_16.248	TBLA0B09180	Suva_16.281, Suva_16.282	TPHA0G02020	TDEL0G03080	ZYRO0A08140g	Kpol_1032.66		CAGL0L06996g	KAFR0F02900	ADR266W	KNAG0A05810	KLLA0F07359g	KLTH0H15796g	SAKL0E05412g	NCAS0B05780	Kwal_34.15812
N0.HOG0001396	OG0000967	n0	YML002W, YML003W	NDAI0D00800	Smik_13.157	Skud_13.152	TBLA0A07260	Suva_13.160	TPHA0J00330	TDEL0G04490	ZYRO0C07810g	Kpol_1037.25	Ecym_3024	CAGL0L07634g	KAFR0L00400	ACR006C	KNAG0M01160	KLLA0D01133g	KLTH0C11242g	Sklu_YGOB_Anc_6.20, Sklu_YGOB_Anc_6.20b	NCAS0H00820	Kwal_56.22424
N0.HOG0001397	OG0000968	n0	YCR009C	NDAI0G05050	Smik_3.95	Skud_3.74	TBLA0D04330	Suva_3.34	TPHA0B03860, TPHA0O01020	TDEL0B05800	ZYRO0E04202g	Kpol_1014.9	Ecym_2742	CAGL0L07788g	KAFR0H02990, KAFR0I02390	AER193W	KNAG0E01400	KLLA0E11903g	KLTH0H12694g	SAKL0D09284g	NCAS0A08600	Kwal_0.319
N0.HOG0001398	OG0000969	n0		NDAI0A00800					TPHA0E03440			Kpol_2002.61			KAFR0G00300		KNAG0C00920				NCAS0B08430	
N0.HOG0001399	OG0000969	n6								TDEL0G01940	ZYRO0D17050g											
N0.HOG0001400	OG0000969	n7	YCR028C		Smik_3.131	Skud_3.106	TBLA0D03000	Suva_3.61						CAGL0L08052g				KLLA0A06193g				
N0.HOG0001401	OG0000969	n11								TDEL0A08050										SAKL0E15290g		
N0.HOG0001402	OG0000969	n12								TDEL0A08040						AEL143W			KLTH0F04180g	SAKL0C04708g		Kwal_33.13713
N0.HOG0001403	OG0000970	n0	YCR033W	NDAI0B00470, NDAI0A00740	Smik_3.136	Skud_3.112	TBLA0J01220	Suva_3.67	TPHA0A02580	TDEL0F03060	ZYRO0C12254g	Kpol_2001.50	Ecym_8136	CAGL0L08162g	KAFR0G00250	AFR623W	KNAG0C00870	KLLA0C03564g	KLTH0F03762g	SAKL0C04334g	NCAS0I03120, NCAS0B08490	Kwal_33.13646
N0.HOG0001404	OG0000971	n0	YCR035C	NDAI0A00720	Smik_3.138	Skud_3.114	TBLA0J01240	Suva_3.69	TPHA0A02560, TPHA0E03560	TDEL0C05620	ZYRO0C17864g	Kpol_2001.52, Kpol_2002.50	Ecym_8138	CAGL0L08206g	KAFR0G00230	AFR625C	KNAG0C00850	KLLA0C03520g	KLTH0F03718g	SAKL0C04290g	NCAS0B08510	Kwal_33.13638
N0.HOG0001405	OG0000972	n0	YPL020C	NDAI0C06270	Smik_16.215	Skud_16.262	TBLA0D02670	Suva_16.298	TPHA0P00370, TPHA0D00610	TDEL0C01000	ZYRO0F03916g	Kpol_1011.2, Kpol_1058.34	Ecym_7307	CAGL0L08646g	KAFR0B01650	AGL019W	KNAG0D02660	KLLA0F11000g	KLTH0A02618g	SAKL0B02398g	NCAS0J00620	Kwal_23.5064
N0.HOG0001406	OG0000973	n0	YFR004W	NDAI0B02130	Smik_6.86	Skud_6.77	TBLA0C00540	Suva_6.67	TPHA0P00470, TPHA0D00710	TDEL0C01250	ZYRO0F04532g	Kpol_1033.52, Kpol_1056.44	Ecym_7333	CAGL0L09152g	KAFR0B01810	AGR006W	KNAG0D02500	KLLA0E14147g	KLTH0A02068g	SAKL0B03014g	NCAS0B04720	Kwal_23.5148
N0.HOG0001407	OG0000974	n0	YOR052C	NDAI0F00600	Smik_15.230	Skud_15.215	TBLA0A09420, TBLA0J00930	Suva_8.104	TPHA0L02070	TDEL0B02700	ZYRO0B15818g	Kpol_473.13, Kpol_303.6	Ecym_5480	CAGL0L10186g	KAFR0C06140	AGR296W	KNAG0L01800	KLLA0F16214g	KLTH0F17270g	SAKL0G01210g	NCAS0G00560	Kwal_55.21668
N0.HOG0001408	OG0000975	n0	YHR063C	NDAI0C02070, NDAI0D01570	Smik_8.134	Skud_8.120	TBLA0C05220	Suva_15.252	TPHA0G01030	TDEL0E02920	ZYRO0C14168g	Kpol_1005.8, Kpol_543.77		CAGL0L10538g	KAFR0D02670	AAL044C	KNAG0B04630, KNAG0B04625	KLLA0C14674g	KLTH0F07172g	SAKL0G09438g	NCAS0H01540	Kwal_33.14339
N0.HOG0001409	OG0000976	n0	YHR064C	NDAI0C02080	Smik_8.135	Skud_8.121	TBLA0C03490	Suva_15.253	TPHA0D01970, TPHA0E01200	TDEL0E02910	ZYRO0C14190g	Kpol_1005.9, Kpol_339.4	Ecym_3215	CAGL0L10560g	KAFR0D04610	AAL043C	KNAG0B04640	KLLA0C14652g	KLTH0F07150g	SAKL0G09416g	NCAS0H01530	Kwal_33.14336
N0.HOG0001410	OG0000977	n0	YCR045C	NDAI0I00560	Smik_3.149	Skud_3.124	TBLA0F03970, TBLA0A06700	Suva_3.84	TPHA0D03760	TDEL0A07280	ZYRO0D08822g	Kpol_1028.61, Kpol_1018.5	Ecym_2105	CAGL0L10802g	KAFR0J02450	AAR069W	KNAG0I02470	KLLA0F06028g	KLTH0A06094g	SAKL0A02002g	NCAS0D04390	Kwal_23.6183
N0.HOG0001411	OG0000978	n0	YOR279C	NDAI0E00830	Smik_15.460	Skud_15.443	TBLA0B03440, TBLA0D01090	Suva_8.327	TPHA0G01350	TDEL0B03710	ZYRO0F13574g, ZYRO0A06050g	Kpol_413.10	Ecym_6246	CAGL0L11022g	KAFR0A04190	AER355C	KNAG0G02910	KLLA0C07062g	KLTH0D12694g	SAKL0H05060g	NCAS0B00560	Kwal_26.9097
N0.HOG0001412	OG0000979	n0	YML061C	NDAI0D04800	Smik_13.83	Skud_13.83	TBLA0E04660	Suva_13.96	TPHA0B00500, TPHA0B01750	TDEL0D00960	ZYRO0B14168g	Kpol_1001.13, Kpol_520.39	Ecym_1159	CAGL0L11198g	KAFR0I00420	AER128W	KNAG0E03960	KLLA0B05137g	KLTH0D16148g	SAKL0G17336g	NCAS0A02870	Kwal_47.16997
N0.HOG0001413	OG0000980	n0	YML067C	NDAI0D03080, NDAI0J02760	Smik_13.77	Skud_13.77	TBLA0B06400	Suva_13.89	TPHA0B00460	TDEL0D00880	ZYRO0B14344g	Kpol_1001.9	Ecym_1151	CAGL0L11308g	KAFR0I00360	AER136W	KNAG0E04020	KLLA0B04950g	KLTH0D16324g	SAKL0G17512g	NCAS0A06100, NCAS0J02050	Kwal_47.16965
N0.HOG0001414	OG0000981	n0	YML072C	NDAI0D03130	Smik_13.68	Skud_13.70	TBLA0B06290, TBLA0E04720	Suva_13.83	TPHA0B00440	TDEL0D00780	ZYRO0D11242g, ZYRO0B14630g	Kpol_1001.6	Ecym_1139	CAGL0L11440g	KAFR0I00310	AER148W	KNAG0E04070	KLLA0B04708g	KLTH0D16654g	SAKL0G17820g	NCAS0A06150	Kwal_47.16895
N0.HOG0001415	OG0000982	n0	YER179W	NDAI0B02350	Smik_5.351	Skud_5.318	TBLA0F03010	Suva_5.315	TPHA0A01870	TDEL0F03760	ZYRO0C01958g	Kpol_1052.39	Ecym_3507	CAGL0L12100g	KAFR0B02650	AGR101C	KNAG0G01960	KLLA0F11957g	KLTH0G14014g	SAKL0H17402g	NCAS0B04940	Kwal_56.23562, Kwal_56.23561, Kwal_YGOB_56.23561
N0.HOG0001416	OG0000983	n0	YLR087C	NDAI0B01980	Smik_12.146	Skud_12.155	TBLA0E04420	Suva_10.171	TPHA0J00730	TDEL0F03870	ZYRO0C01694g	Kpol_392.7	Ecym_4310	CAGL0L12210g	KAFR0B02720	AGR088W	KNAG0G02030	KLLA0F19096g	KLTH0G13728g	SAKL0H17072g	NCAS0B05010	Kwal_56.23810, Kwal_YGOB_56.23808, Kwal_56.23808
N0.HOG0001417	OG0000984	n0	YLR079W	NDAI0C06620	Smik_12.138	Skud_12.143	TBLA0D02330, TBLA0C00310	Suva_10.162	TPHA0D00140, TPHA0P00150	TDEL0C00280	ZYRO0F02332g	Kpol_1023.6	Ecym_1537	CAGL0L13222g	KAFR0D00820	ABR240W	KNAG0L00130	KLLA0D05797g	KLTH0G19228g	SAKL0B00572g	NCAS0J00220	Kwal_27.12760
N0.HOG0001418	OG0000985	n0	YJR137C	NDAI0J03030	Smik_10.431	Skud_10.361	TBLA0A10630	Suva_12.229	TPHA0L00200	TDEL0D00460	ZYRO0B08668g	Kpol_1024.4	Ecym_5152	CAGL0M00374g	KAFR0E04410, KAFR0E04390	ABL077W	KNAG0B06860, KNAG0B06830	KLLA0B03938g	KLTH0D17512g	SAKL0G18590g	NCAS0J02310	Kwal_47.16696
N0.HOG0001419	OG0000986	n0	YLR445W	NDAI0J02770	Smik_12.541, Smik_12.542	Skud_12.537, Skud_12.538	TBLA0E04700	Suva_10.562, Suva_10.563	TPHA0B00455	TDEL0D00870	ZYRO0B14366g	Kpol_1001.8		CAGL0M00726g	KAFR0E04200	AER137W	KNAG0B06630	KLLA0B04928g	KLTH0D16346g	SAKL0G17534g	NCAS0J02060	Kwal_47.16962
N0.HOG0001420	OG0000987	n0	YLR438W	NDAI0J02700	Smik_12.534	Skud_12.530	TBLA0G02160	Suva_10.555	TPHA0B01760	TDEL0D01010	ZYRO0B14058g	Kpol_520.40	Ecym_1164	CAGL0M00880g	KAFR0E04130	AER123W	KNAG0B06390	KLLA0B05247g	KLTH0B00220g, KLTH0D16038g	SAKL0G17182g	NCAS0J01940	Kwal_33.15618, Kwal_47.17051
N0.HOG0001421	OG0000988	n0	YDR395W	NDAI0A04280	Smik_4.669	Skud_4.669	TBLA0A02510	Suva_2.572	TPHA0J02870	TDEL0A03520	ZYRO0D11572g	Kpol_345.6	Ecym_4546	CAGL0M01496g	KAFR0E03560	AFR396W	KNAG0C04570	KLLA0C06589g	KLTH0G02706g	SAKL0G03872g	NCAS0A11990	Kwal_YGOB_47.18833, Kwal_47.18833, Kwal_47.18835
N0.HOG0001422	OG0000989	n0	YBR081C	NDAI0A07620	Smik_2.214	Skud_2.205	TBLA0I02120	Suva_4.321	TPHA0A03860	TDEL0F02110	ZYRO0G12804g	Kpol_1052.3		CAGL0M01738g	KAFR0C00280	AER172C	KNAG0J02330	KLLA0E12585g	KLTH0E14256g	SAKL0B06468g	NCAS0I01380	Kwal_YGOB_Anc_3.307, Kwal_YGOB_27.12389, Kwal_27.12389, Kwal_27.12391
N0.HOG0001423	OG0000990	n0	YPL159C	NDAI0K01320	Smik_6.356	Skud_16.123	TBLA0B03800	Suva_16.151	TPHA0D01290, TPHA0G01570	TDEL0A06270	ZYRO0F07480g	Kpol_1072.12, Kpol_1013.9	Ecym_2390	CAGL0M02101g	KAFR0H02380	AAL087C	KNAG0J01760	KLLA0D06061g	KLTH0D11396g	SAKL0H06380g	NCAS0C01310	Kwal_26.8828
N0.HOG0001424	OG0000991	n0	YPL128C	NDAI0E02210	Smik_6.327	Skud_16.152	TBLA0B04080	Suva_16.182	TPHA0F03170, TPHA0G01850	TDEL0A05760	ZYRO0F06292g	Kpol_530.11, Kpol_1072.42	Ecym_8316	CAGL0M02761g	KAFR0H02660	ACR096W	KNAG0J01470	KLLA0D06765g	KLTH0D10164g	SAKL0H07678g	NCAS0C01470	Kwal_26.8619
N0.HOG0001425	OG0000992	n0	YEL013W	NDAI0D01270	Smik_5.95	Skud_5.83	TBLA0A01330	Suva_5.59	TPHA0O00890	TDEL0B05620	ZYRO0E03652g	Kpol_1056.32	Ecym_1353	CAGL0M03355g	KAFR0H02940	AEL048W	KNAG0H01640	KLLA0A11286g	KLTH0H13926g	SAKL0D10736g	NCAS0G03250	Kwal_34.16151, Kwal_34.16153, Kwal_YGOB_34.16151
N0.HOG0001426	OG0000993	n0	YOL127W	NDAI0A06210, NDAI0G03930	Smik_15.26	Skud_15.26	TBLA0A07790	Suva_15.33	TPHA0A00450	TDEL0A00620	ZYRO0C02728g	Kpol_1020.29	Ecym_2044	CAGL0M03861g	KAFR0A08420	ADL166W	KNAG0K02420	KLLA0E07481g	KLTH0F18898g	SAKL0C12804g	NCAS0A10040, NCAS0C04550	Kwal_55.21989
N0.HOG0001427	OG0000994	n0	YNL322C	NDAI0G01490	Smik_14.10	Skud_14.18	TBLA0I00530	Suva_14.18	TPHA0A00340	TDEL0A00370	ZYRO0C03278g	Kpol_1038.15	Ecym_2020	CAGL0M04169g	KAFR0A08560, KAFR0A08570, KAFR0A08550	ADL190C	KNAG0K02550	KLLA0E21055g	KLTH0F19426g	SAKL0C13420g	NCAS0E01320	Kwal_55.22098
N0.HOG0001428	OG0000995	n0	YMR238W	NDAI0K00840	Smik_13.446	Skud_13.407	TBLA0B03320, TBLA0C03850	Suva_13.422	TPHA0J01600	TDEL0B03360	ZYRO0F12210g	Kpol_1030.20	Ecym_1474	CAGL0M05049g	KAFR0B03490	AFR530W	KNAG0J00700	KLLA0F24926g	KLTH0E04048g	SAKL0B05412g	NCAS0C00810, NCAS0A08740	Kwal_55.20266
N0.HOG0001429	OG0000996	n0	YBR163W	NDAI0C05380	Smik_2.304	Skud_2.291	TBLA0H03480, TBLA0H03490	Suva_4.415	TPHA0L01510	TDEL0B01190	ZYRO0F08910g	Kpol_513.10	Ecym_1188	CAGL0M05577g	KAFR0E03070	ADR054C	KNAG0A03850	KLLA0B09680g	KLTH0E12012g	SAKL0H10648g, SAKL0C05632g	NCAS0B02300	Kwal_27.11945
N0.HOG0001430	OG0000997	n0	YDL120W	NDAI0G00790, NDAI0B03410	Smik_4.117	Skud_4.135	TBLA0B07150	Suva_4.127	TPHA0C03530	TDEL0G02390	ZYRO0A02464g	Kpol_1043.33	Ecym_3347	CAGL0M05643g	KAFR0A06890	AGR387C	KNAG0A05470	KLLA0E08845g	KLTH0G10978g	SAKL0E07062g	NCAS0G03670, NCAS0B06120	Kwal_27.11440
N0.HOG0001431	OG0000998	n0					TBLA0H03500				ZYRO0F08932g		Ecym_1187	CAGL0M07271g	KAFR0A01190	ADR053W	KNAG0A02090	KLLA0B09636g	KLTH0E12034g	SAKL0H10626g		Kwal_27.11948
N0.HOG0001432	OG0000998	n12		NDAI0C05390																	NCAS0B02290	
N0.HOG0001433	OG0000998	n13	YPL059W	NDAI0E02890	Smik_16.178	Skud_16.224		Suva_16.255	TPHA0L01520	TDEL0B01180		Kpol_513.11									NCAS0C02240	
N0.HOG0001434	OG0000999	n0	YDR477W	NDAI0H00940	Smik_4.754	Skud_4.751	TBLA0E03360	Suva_2.651	TPHA0C00470, TPHA0D02840	TDEL0A04780	ZYRO0A05544g	Kpol_495.14, Kpol_1018.65	Ecym_5588	CAGL0M08910g	KAFR0C05860	AEL230W	KNAG0B03230	KLLA0A03806g	KLTH0G05698g	SAKL0G06952g	NCAS0A08080	Kwal_47.18233
N0.HOG0001435	OG0001000	n0	YKL054C	NDAI0B01410, NDAI0C00620	Smik_11.194	Skud_11.175	TBLA0H02740	Suva_11.172	TPHA0C02650	TDEL0B06790	ZYRO0E06754g	Kpol_1064.11		CAGL0M13035g	KAFR0A02260, KAFR0I01640	ABR077C	KNAG0M02240	KLLA0C12672g	KLTH0D08470g	SAKL0D14036g	NCAS0A12840, NCAS0H02990	Kwal_26.8287
N0.HOG0001436	OG0001001	n0	YMR291W	NDAI0C03610	Smik_13.507	Skud_13.465	TBLA0C06820	Suva_13.481	TPHA0L02180, TPHA0A05460	TDEL0G00630	ZYRO0D07502g	Kpol_513.17, Kpol_1067.14	Ecym_4773	CAGL0M13541g	KAFR0B01510	AGR334W	KNAG0D02790	KLLA0A09713g	KLTH0B09042g	SAKL0H01364g	NCAS0F02190	Kwal_23.4276
N0.HOG0001437	OG0001002	n0	YMR295C	NDAI0C03650	Smik_13.511	Skud_13.469	TBLA0C06900	Suva_13.485	TPHA0A05500	TDEL0G00540	ZYRO0D07304g	Kpol_1028.74	Ecym_4791	CAGL0M13629g	KAFR0D01870, KAFR0D03690, KAFR0I02480	ABR144C	KNAG0E01510	KLLA0A09933g	KLTH0B09240g	SAKL0H01166g	NCAS0F02140	Kwal_26.9435
